,Antonyms,Term,Synonyms
4620,[''],multilayer,['']
4621,[''],gdy,['']
4622,"['abandon', 'abstain', 'bear', 'begin', 'commence', 'destroy', 'discourage', 'dissuade', 'fail', 'forget', 'halt', 'hesitate', 'idle', 'ignore', 'introduce', 'lose', 'miss', 'neglect', 'prevent', 'ruin', 'start', 'stop', 'take', 'direct', 'withhold', 'refrain', 'leave', 'forfeit', 'wonder', 'question', 'spend', 'depart', 'pass', 'unsettle']",do,"['accomplish', 'achieve', 'act', 'close', 'complete', 'conclude', 'create', 'determine', 'end', 'execute', 'finish', 'make', 'move', 'operate', 'perform', 'prepare', 'produce', 'succeed', 'undertake', 'work', 'satisfy', 'answer', 'serve', 'resolve', 'quit', 'play', 'appear', 'give', 'manage', 'bear', 'conduct', 'carry', 'present', 'cover', 'beat', 'attain', 'do', 'reach', 'realize', 'win', 'earn', 'enact', 'gain', 'obtain', 'settle', 'sign', 'solve']"
4623,[''],supercluster,['']
4624,[''],aα,['']
4625,[''],kμ,['']
4626,[''],superclusters,['']
4627,"['shrinkage', 'decrease', 'one', 'individual', 'whole']",aggregation,"['accretion', 'aggregation', 'build-up', 'growth', 'inflation', 'pile', 'quantity', 'everyone', 'everything', 'group', 'total', 'amount', 'array', 'assortment', 'bunch', 'bundle', 'cluster', 'collection', 'lot', 'parcel', 'shipment', 'volume']"
4628,[''],oven,"['kiln', 'microwave', 'stove', 'boiler', 'fastball', 'furnace', 'oven', 'radiator', 'cooker', 'heater']"
4629,[''],joule,['']
4630,[''],nanocarbons,['']
4631,"['decline', 'break', 'hurt', 'weaken', 'injure', 'harm', 'worsen', 'ruin', 'damage', 'destroy', 'disorganize', 'lower']",repair,"['adjustment', 'improvement', 'overhaul', 'reconstruction', 'rehabilitation', 'replacement', 'revive', 'rectify', 'rebuild', 'heal', 'refurbish', 'patch', 'renovate', 'revamp', 'mend', 'retrieve', 'remedy', 'recover', 'correct', 'improve', 'remove', 'balance', 'fine-tune', 'fix', 'readjust', 'regulate', 'tighten', 'alter', 'enhance', 'lift', 'modify', 'revise']"
4632,[''],hardener,['']
4633,"['break', 'damage', 'destroy', 'harm', 'hurt', 'injure', 'ruin', 'spoil', 'weaken', 'worsen', 'strong', 'rough', 'harsh', 'healthy']",cured,"['alleviate', 'ameliorate', 'correct', 'improve', 'mend', 'rectify', 'redress', 'rehabilitate', 'relieve', 'remedy', 'repair', 'restore', 'treat', 'preserve', 'dry', 'smoke', 'improving', 'well', 'cultivated', 'cultured', 'delicate', 'savory', 'soft', 'soothing', 'sweet', 'freed', 'released', 'rescued', 'cured', 'dried', 'preserved']"
4634,"['injury', 'spoil', 'hurt', 'break', 'worsen', 'weaken', 'harm', 'ruin', 'injure', 'destroy', 'damage', 'disease', 'depress', 'maintain', 'remain']",cure,"['antidote', 'drug', 'elixir', 'fix', 'healing', 'medication', 'medicine', 'panacea', 'placebo', 'recovery', 'remedy', 'treatment', 'restore', 'repair', 'relieve', 'rehabilitate', 'mend', 'redress', 'treat', 'alleviate', 'rectify', 'ameliorate', 'correct', 'improve', 'preserve', 'dry', 'smoke', 'corrective', 'countermeasure', 'cure', 'consolation', 'palliative', 'solace', 'slaughter', 'alter', 'amend', 'regulate', 'review', 'revise', 'upgrade']"
4635,[''],vilatela,['']
4636,[''],nanoplatelets,['']
4637,[''],agari,['']
4638,"['broken', 'discontinuous', 'imbalanced', 'inconsistent', 'inconstant', 'infrequent', 'intermittent', 'interrupted', 'irregular', 'temporary', 'unfixed', 'unstable', 'unsteady', 'wobbly', 'terminable', 'stopping', 'finished', 'ending', 'ceasing', 'brief', 'sympathetic', 'relenting', 'halting', 'completed', 'occasional', 'transient', 'ephemeral', 'merciful', 'untrustworthy', 'disloyal', 'incontinuous', 'bounded', 'negligent', 'lethargic', 'lazy', 'indifferent', 'terminating']",constant,"['consistent', 'continual', 'nonstop', 'perpetual', 'regular', 'stable', 'steady', 'unbroken', 'uninterrupted', 'unrelenting', 'chronic', 'continuous', 'eternal', 'persistent', 'incessant', 'unending', 'ceaseless', 'unremitting', 'sustained', 'relentless', 'endless', 'continuing', 'enduring', 'everlasting', 'lasting', 'steadfast', 'devoted', 'resolute', 'interminable', 'never-ending', 'ongoing', 'round-the-clock', 'diligent', 'exacting', 'indefatigable', 'laborious', 'scrupulous', 'zealous', 'constant', 'unceasing']"
4639,[''],text,"['content', 'document', 'idea', 'paragraph', 'passage', 'quotation', 'theme', 'verse', 'wording', 'handbook', 'manual', 'textbook', 'heart', 'material', 'album', 'booklet', 'brochure', 'copy', 'dictionary', 'edition', 'essay', 'fiction', 'magazine', 'novel', 'pamphlet', 'paperback', 'publication', 'text', 'tome', 'volume', 'work', 'writing', 'composition', 'matter', 'subject', 'substance']"
4640,[''],doc,"['doctor', 'specialist', 'surgeon', 'practitioner', 'physician', 'expert', 'professor', 'scientist']"
4641,[''],ﬂux,['']
4642,"['nonessential', 'acquired', 'learned', 'extrinsic', 'incomplete']",integral,"['elemental', 'essential', 'indispensable', 'intrinsic', 'indivisible', 'deep-seated', 'inherent', 'innate', 'integral', 'interdependent', 'reciprocal', 'entire', 'exhaustive', 'full', 'outright', 'thorough']"
4643,"['honesty', 'truth', 'failure', 'help', 'protect', 'explain', 'enlighten']",trick,"['conspiracy', 'deception', 'device', 'distortion', 'fraud', 'gimmick', 'hoax', 'illusion', 'maneuver', 'plot', 'ploy', 'ruse', 'trap', 'accomplishment', 'antic', 'gag', 'stunt', 'shenanigan', 'feat', 'gift', 'technique', 'secret', 'skill', 'method', 'trait', 'quirk', 'mislead', 'victimize', 'cheat', 'swindle', 'con', 'dupe', 'bamboozle', 'deceive', 'hoodwink', 'defraud', 'delude', 'joke', 'trick', 'befuddle', 'mystify', 'perplex']"
4644,[''],mechanism,"['instrument', 'structure', 'system', 'tool', 'agency', 'process', 'technique', 'operation', 'procedure', 'force', 'organ', 'appliance', 'device', 'gear', 'gizmo', 'machine', 'machinery', 'means', 'mechanism', 'gadget', 'contrivance', 'rig']"
4645,"['implausible', 'impossible', 'improbable', 'inconceivable', 'unbelievable', 'unlikely', 'unreasonable', 'unsuitable', 'irrelevant', 'inappropriate', 'incredible', 'unimaginable']",probable,"['apparent', 'credible', 'feasible', 'plausible', 'possible', 'presumed', 'reasonable', 'allowed', 'justifiable', 'permissible', 'pertinent', 'relevant', 'probable', 'supposed', 'obtainable', 'practicable', 'reachable', 'authentic', 'conceivable', 'convincing', 'persuasive', 'satisfying']"
4646,[''],ln,['']
4647,[''],pf,['']
4648,[''],fepc,['']
4649,[''],donghua,['']
4650,"['incapability', 'ineptness', 'impotence', 'incapacity', 'ignorance', 'incompetence', 'inability', 'weakness', 'lack', 'injury', 'hurt', 'entertainment', 'avocation']",facility,"['amenity', 'resource', 'tool', 'material', 'equipment', 'accommodation', 'capability', 'capacity', 'competence', 'intelligence', 'qualification', 'skill', 'strength', 'talent', 'understanding', 'comfort', 'convenience', 'enhancement', 'facility', 'improvement', 'luxury', 'quality', 'craft', 'profession', 'inventiveness']"
4651,[''],xafs,['']
4652,[''],kramm,['']
4653,[''],tpp,['']
4654,[''],copc,['']
4655,"['decrease', 'demolish', 'destroy', 'disarrange', 'dismantle', 'disorder', 'disorganize', 'disperse', 'end', 'forget', 'halt', 'ignore', 'neglect', 'raze', 'ruin', 'scatter', 'stop', 'refuse', 'deny', 'unprepared', 'stupid', 'inexperienced', 'uninformed', 'uneducated', 'unaware', 'ignorant']",formed,"['assemble', 'build', 'complete', 'compose', 'constitute', 'construct', 'create', 'design', 'develop', 'establish', 'forge', 'found', 'organize', 'plan', 'set', 'work', 'acquire', 'appear', 'make', 'accomplished', 'civilized', 'cultured', 'enlightened', 'informed', 'intelligent', 'knowledgeable', 'literate', 'prepared', 'schooled', 'skilled', 'trained', 'well-read', 'shaped']"
4656,"['stay', 'free', 'release']",circuiting,"['circuitry', 'fly', 'trek', 'proceed', 'wend', 'traverse', 'roam', 'wander', 'ramble', 'encircle', 'rotate', 'surround', 'whirl', 'encompass', 'enclose', 'envelop']"
4657,[''],dahn,['']
4658,"['end', 'finish', 'conclusion', 'close', 'ending', 'closing']",insertion,"['infusion', 'injection', 'admittance', 'formation', 'incorporation', 'involvement', 'addition', 'debut', 'establishment', 'inauguration', 'influx', 'initiation', 'installation', 'launch', 'opening', 'preface', 'presentation', 'foreword', 'infiltration', 'seepage']"
4659,[''],emu,['']
4660,[''],carrier,"['shipper', 'warship', 'carrier', 'avenue', 'means', 'medium', 'route', 'tunnel']"
4661,[''],mott,['']
4662,[''],narayan,['']
4663,[''],wal,['']
4664,[''],orbit,"['path', 'pattern', 'rotation', 'trajectory', 'comprehensiveness', 'dimension', 'fullness', 'magnitude', 'range', 'scale', 'scope', 'size', 'course', 'race', 'ring', 'sphere', 'district', 'lap', 'route', 'tour']"
4665,[''],bhaumik,['']
4666,[''],undercooling,['']
4667,[''],sachan,['']
4668,[''],pla,['']
4669,[''],localization,['']
4670,[''],amana,['']
4671,[''],pulikollu,['']
4672,[''],penchina,['']
4673,[''],tantalum,['']
4674,[''],canada,['']
4675,['later'],freshly,"['newly', 'over', 'repeatedly', 'anew', 'timely', 'recently', 'soon', 'promptly', 'directly', 'first', 'freshly']"
4676,[''],aerosols,"['sprayer', 'sprinkler', 'aerosol']"
4677,[''],schrader,['']
4678,"['experienced', 'normal', 'old', 'old-fashioned', 'standard', 'warm', 'slow', 'moderate', 'calm', 'obscure', 'gloomy', 'dark', 'polluted', 'dirty', 'dull', 'temperate', 'soft', 'flexible', 'kind', 'ignorant', 'lazy', 'unintelligent', 'stupid', 'indistinct', 'cloudy', 'uncertain', 'indefinite', 'unchaste', 'impure', 'boring', 'dreary', 'lethargic', 'inactive', 'afraid', 'unenthusiastic', 'lifeless', 'quiet', 'weak', 'uneducated', 'cowardly', 'irresolute', 'dispirited', 'disinterested', 'apathetic', 'indifferent', 'sluggish', 'idle', 'meek', 'shy', 'impotent', 'timid', 'full']",fresh,"['crisp', 'different', 'late', 'natural', 'original', 'raw', 'recent', 'unusual', 'further', 'new', 'renewed', 'extra', 'vivid', 'colorful', 'pure', 'sweet', 'clear', 'stiff', 'bright', 'clean', 'quick', 'sharp', 'cool', 'good', 'vigorous', 'lively', 'familiar', 'bold', 'aggressive', 'alive', 'busy', 'determined', 'diligent', 'dynamic', 'eager', 'energetic', 'engaged', 'enthusiastic', 'forceful', 'intense', 'keen', 'ready', 'resolute', 'tough', 'zealous', 'breezy', 'uncluttered', 'other', 'that', 'bare', 'barren', 'untouched', 'unused', 'vacant']"
4679,[''],airborne,"['aerial', 'floating', 'soaring']"
4680,[''],sandpaper,['']
4681,[''],toronto,['']
4682,[''],wca,['']
4683,[''],wcas,['']
4684,[''],mgg,['']
4685,[''],hopg,['']
4686,[''],grzyb,['']
4687,[''],abraham,['']
4688,[''],papirer,['']
4689,[''],igc,['']
4690,[''],burg,"['capital', 'center', 'downtown', 'metropolis', 'municipality', 'place', 'port', 'city', 'township']"
4691,[''],shuely,['']
4692,[''],nitropropane,['']
4693,"['answer', 'misunderstand', 'neglect', 'forget', 'invalidate', 'disprove', 'ignore']",probes,"['examination', 'exploration', 'inquest', 'inquiry', 'research', 'scrutiny', 'study', 'inquire', 'verify', 'dig', 'scrutinize', 'interrogate', 'examine', 'poke', 'sift', 'penetrate', 'analyze', 'confirm', 'correct', 'investigate', 'monitor', 'probe', 'review', 'test', 'try', 'inspection', 'scan', 'forage', 'inspect', 'rake', 'ransack', 'rummage', 'scour', 'consider', 'notice']"
4694,[''],ctp,['']
4695,[''],dispersive,['']
4696,[''],solute,['']
4697,['simple'],mosaics,"['patchwork', 'complicated', 'convoluted', 'batter', 'blend', 'concoction', 'dough', 'mix', 'soup', 'stew', 'variety']"
4698,[''],lser,['']
4699,[''],cokes,"['soot', 'graphite', 'narcotic']"
4700,"['secondary', 'acquired', 'superficial', 'unimportant', 'minor', 'auxiliary', 'extra', 'learned', 'extrinsic']",internal,"['constitutional', 'domestic', 'in-house', 'intramural', 'national', 'private', 'subjective', 'indigenous', 'internal', 'built-in', 'deep-rooted', 'deep-seated', 'essential', 'fundamental', 'genetic', 'implicit', 'ingrained', 'innate', 'instinctive', 'intrinsic', 'latent', 'natural']"
4701,[''],steele,['']
4702,[''],mclachlan,['']
4703,"['wrong', 'incorrect', 'unacceptable', 'illegitimate', 'illegal']",canonical,"['classic', 'humanistic', 'ecclesiastical', 'ministerial', 'monastic', 'pastoral', 'rabbinical', 'assertive', 'categorical', 'pragmatic', 'reasoned', 'authorized', 'constitutional', 'justifiable', 'legal', 'permissible', 'proper', 'rightful', 'statutory', 'valid']"
4704,"['incompatible', 'unsuitable', 'poor', 'inept', 'intolerable', 'inappropriate', 'unable', 'incompetent', 'incapable', 'unsatisfactory', 'unacceptable', 'insufficient', 'inadequate', 'different', 'mismatched', 'unequal', 'unlike', 'dissimilar', 'opposite']",commensurate,"['comparable', 'compatible', 'consistent', 'proportionate', 'sufficient', 'acceptable', 'capable', 'competent', 'decent', 'fair', 'satisfactory', 'suitable', 'tolerable', 'commensurate', 'equal', 'tantamount', 'balanced', 'corresponding', 'equivalent', 'identical']"
4705,"['calm', 'steady', 'constant', 'stable', 'unvarying', 'steadfast']",fluid,"['flowing', 'flexible', 'unstable', 'unsettled', 'shifting', 'juice', 'broth', 'vapor', 'bouillon', 'chowder', 'porridge', 'puree', 'capricious', 'fickle', 'fluctuating', 'mercurial', 'protean', 'unpredictable', 'varying', 'volatile', 'falling', 'rolling', 'running', 'sinuous', 'streaming', 'tidal']"
4706,"['blessing', 'boon', 'success', 'harmony', 'concord', 'peace', 'agreement', 'truce', 'calm']",collision,"['calamity', 'casualty', 'disaster', 'hazard', 'mishap', 'pileup', 'setback', 'bump', 'concussion', 'impact', 'jab', 'jolt', 'kick', 'punch', 'shock', 'slap', 'stroke', 'uppercut', 'argument', 'battle', 'brawl', 'conflict', 'confrontation', 'crash', 'dispute', 'encounter', 'fracas', 'melee', 'misunderstanding', 'rift', 'riot', 'showdown', 'skirmish', 'clash', 'combat', 'competition', 'rivalry', 'strife', 'struggle', 'war']"
4707,[''],ustinov,['']
4708,[''],quadrupole,['']
4709,['relevant'],tangential,"['extraneous', 'unrelated', 'incidental', 'tangential']"
4710,"['difference', 'fight', 'disagreement', 'dissent', 'refusal', 'dissension', 'denial']",mediation,"['arbitration', 'conciliation', 'intervention', 'negotiation', 'reconciliation', 'force', 'operation', 'organ', 'accord', 'arrangement', 'compliance', 'compromise', 'concession', 'mediation', 'understanding', 'adjudication']"
4711,[''],electrosprayed,['']
4712,[''],cmss,['']
4713,[''],kb,['']
4714,[''],electrospraying,['']
4715,[''],pmss,['']
4716,[''],lsbs,['']
4717,[''],novolac,['']
4718,[''],hypothetic,['']
4719,[''],misalignment,['']
4720,[''],rdf,['']
4721,"['lot', 'whole', 'combine', 'entirety', 'join', 'lose', 'fix', 'unite', 'mend', 'agree']",fragment,"['bit', 'chunk', 'hunk', 'particle', 'piece', 'portion', 'remnant', 'scrap', 'shred', 'sliver', 'disintegrate', 'splinter', 'dose', 'fragment', 'item', 'part', 'sample', 'shard', 'slice', 'snippet', 'taste', 'trace', 'burst', 'crack', 'crash', 'crush', 'damage', 'fracture', 'separate', 'sever', 'shatter', 'smash', 'snap', 'split', 'tear', 'barge', 'blow', 'break', 'detonate', 'erupt', 'explode', 'pop', 'rupture', 'rush']"
4722,[''],spinsg,['']
4723,"['lot', 'whole', 'combine', 'sense', 'possessions', 'purity', 'cleanliness']",fragments,"['bit', 'chunk', 'hunk', 'particle', 'piece', 'portion', 'remnant', 'scrap', 'shred', 'sliver', 'disintegrate', 'splinter', 'detritus', 'junk', 'remains', 'rubbish', 'rubble', 'trash', 'wreck', 'wreckage', 'dirt', 'earth', 'grime', 'lint', 'powder', 'sand', 'soil', 'soot', 'debris', 'droppings', 'litter', 'residue', 'sediment', 'waste']"
4724,"['straighten', 'even', 'balanced']",tilting,"['bend', 'dip', 'incline', 'lurch', 'shift', 'sway', 'tip', 'thrust', 'one-sided', 'unbalanced', 'unequal']"
4725,"['unalike', 'unequal', 'unrelated', 'unlike', 'dissimilar', 'difference', 'unlikeness', 'dissimilarity', 'differ']",parallel,"['identical', 'analogous', 'comparable', 'complementary', 'comparison', 'corollary', 'resemblance', 'analogy', 'similarity', 'imitate', 'complement', 'correspond', 'correlate', 'concur', 'conform', 'similar', 'correlation', 'metaphor', 'parallel']"
4726,[''],prieto,['']
4727,[''],etter,['']
4728,[''],algrp,['']
4729,"['uncompress', 'release']",squeeze,"['congestion', 'crunch', 'restraint', 'grip', 'wedge', 'pinch', 'compress', 'crush', 'stuff', 'clutch', 'press', 'cram', 'wring', 'pack', 'extract', 'badger', 'coerce', 'extort', 'drain']"
4730,"['unsettle', 'destroy', 'ignore']",preform,"['doom', 'intend', 'elect', 'fix', 'resolve', 'establish']"
4731,[''],nonmetal,['']
4732,[''],perpendicular,"['diagonally', 'horizontally', 'vertically']"
4733,[''],cvs,['']
4734,[''],dilatometer,['']
4735,[''],edlc,['']
4736,['decrease'],dilatation,"['delay', 'increase', 'development', 'expansion', 'postponement']"
4737,[''],cde,['']
4738,[''],locally,['narrowly']
4739,[''],motifs,"['concept', 'logo', 'pattern']"
4740,[''],lerf,['']
4741,[''],gos,['']
4742,[''],effluent,"['discharge', 'sewerage']"
4743,[''],pe,['']
4744,[''],orthogonal,['rectangular']
4745,[''],adsorber,['']
4746,[''],xiu,['']
4747,[''],collocation,"['juncture', 'crossing', 'intersection', 'confluence', 'terminal', 'designation', 'grade', 'analysis', 'arrangement', 'allocation', 'regulation', 'allotment', 'distribution', 'coordination']"
4748,[''],pb,['']
4749,[''],intraparticle,['']
4750,[''],lnd,['']
4751,[''],alslcc,['']
4752,[''],alshcc,['']
4753,[''],sh,['']
4754,[''],shcc,['']
4755,[''],capacitances,['']
4756,[''],hpcs,['']
4757,[''],slcc,['']
4758,[''],clr,['']
4759,[''],rc,['']
4760,[''],rga,['']
4761,"['dark', 'dreary', 'dull']",neon,"['blazing', 'brilliant', 'glowing', 'lambent', 'luminous', 'radiant', 'shining', 'vivid']"
4762,[''],southampton,['']
4763,"['coagulate', 'disconnect', 'divide', 'part', 'separate', 'solidify', 'unmix', 'uniform', 'same', 'similar', 'like', 'alike']",fused,"['blend', 'coalesce', 'combine', 'dissolve', 'integrate', 'melt', 'merge', 'mingle', 'weld', 'integrated', 'involved', 'married', 'merged', 'united', 'blended', 'tempered', 'thawed', 'different', 'diverse', 'varied']"
4764,[''],fishlock,['']
4765,[''],memsci,['']
4766,[''],shubnikov,['']
4767,"['disorder', 'disorganization', 'ignorance', 'inexperience', 'inability', 'question', 'silence', 'ineptness', 'stupidity', 'impotence', 'weakness', 'incompetence', 'inanity', 'clumsiness']",sciences,"['art', 'discipline', 'education', 'information', 'learning', 'skill', 'system', 'technique', 'ability', 'civilization', 'experience', 'fashion', 'perception', 'practice', 'science', 'culture', 'improvement', 'literacy', 'scholarship', 'schooling', 'study', 'teaching', 'training', 'refinement', 'advice', 'clue', 'data', 'info', 'instruction', 'intelligence', 'knowledge', 'material', 'message', 'report', 'tip', 'awareness', 'expertise', 'familiarity', 'grasp', 'insight', 'judgment', 'know-how', 'observation', 'philosophy', 'proficiency', 'recognition', 'theory', 'wisdom']"
4768,[''],kudryavtsev,['']
4769,[''],adamantane,['']
4770,[''],russian,['']
4771,[''],dibromoadamantane,['']
4772,[''],lebedev,['']
4773,[''],crystallography,['']
4774,[''],diamonds,"['gem', 'jewel', 'rhinestone', 'bracelet', 'brooch', 'costume', 'earring', 'gold', 'knickknack', 'necklace', 'ornament', 'pendant', 'silver', 'tiara', 'treasure', 'trinket']"
4775,[''],ekimov,['']
4776,[''],troitsk,['']
4777,[''],kuwana,['']
4778,[''],cea,['']
4779,"['idleness', 'ignorance', 'impotence', 'inability', 'inadequacy', 'incapability', 'incapacity', 'incompetence', 'ineptness', 'weakness', 'ineffectiveness', 'inefficiency', 'lack']",efficiency,"['ability', 'adaptability', 'capability', 'competence', 'energy', 'expertise', 'performance', 'productivity', 'readiness', 'skill', 'talent', 'certainty', 'efficiency', 'truthfulness', 'veracity', 'force', 'operation', 'organ', 'capacity', 'effectiveness', 'facility', 'means', 'potential', 'power', 'proficiency', 'wherewithal', 'strength']"
4780,[''],mayne,['']
4781,"['reveal', 'uncover']",carpet,"['carpeting', 'rug', 'tapestry', 'carpet', 'cloak', 'coat', 'coating', 'comforter', 'layer', 'mat', 'quilt', 'sheet', 'blanket', 'bury', 'dress', 'enclose', 'protect', 'shroud']"
4782,[''],generator,"['architect', 'author', 'designer', 'founder', 'maker', 'producer', 'appliance', 'diesel', 'generator', 'instrument', 'motor', 'tool', 'transformer', 'turbine', 'weapon']"
4783,[''],pinault,['']
4784,[''],inha,['']
4785,[''],wcsl,['']
4786,[''],dough,"['bread', 'cabbage', 'lettuce', 'dough', 'currency', 'investment', 'note', 'payment', 'refund', 'reserve', 'security', 'stock', 'supply', 'cash']"
4787,[''],tzc,['']
4788,[''],mnpc,['']
4789,[''],hirshfeld,['']
4790,"['sky', 'fun', 'entertainment']",fields,"['farmland', 'garden', 'grassland', 'green', 'ground', 'meadow', 'pasture', 'range', 'terrain', 'territory', 'competition', 'province', 'area', 'region', 'work', 'environment', 'job', 'department', 'line', 'court', 'track', 'park', 'course', 'stadium', 'turf', 'retrieve', 'handle', 'deflect']"
4791,"['hold', 'keep']",channelling,"['carry', 'convey', 'funnel', 'siphon', 'transmit', 'transport']"
4792,[''],madrid,['']
4793,"['contradict', 'refuse']",submitted,"['acknowledge', 'agree', 'defer', 'surrender', 'urge', 'propose', 'suggest', 'put', 'table', 'refer', 'expected', 'planned', 'prospective', 'recommended', 'scheduled', 'suggested']"
4794,[''],reox,['']
4795,[''],brillouin,['']
4796,"['unemployment', 'whole', 'lose', 'mislead', 'refuse', 'deny', 'ignore']",point,"['mark', 'stop', 'spot', 'site', 'place', 'position', 'situation', 'stage', 'degree', 'moment', 'edge', 'limit', 'extent', 'time', 'date', 'objective', 'reason', 'end', 'question', 'idea', 'topic', 'matter', 'theme', 'score', 'subject', 'case', 'detail', 'element', 'part', 'side', 'lead', 'offer', 'suggest', 'direct', 'indicate', 'aim', 'turn', 'look', 'tend', 'corner', 'intersection', 'slant', 'twist', 'apogee', 'culmination', 'pinnacle']"
4797,[''],shears,['']
4798,"['imbalance', 'crudeness', 'roughness', 'inelegance', 'disproportion']",symmetry,"['equilibrium', 'harmony', 'rhythm', 'similarity', 'equity', 'tension', 'allure', 'artistry', 'charm', 'delicacy', 'elegance', 'grace', 'refinement', 'style', 'grandeur', 'architecture', 'balance', 'beauty', 'configuration', 'content', 'design', 'distribution', 'formation', 'layout']"
4799,[''],modulo,['']
4800,[''],panels,"['board', 'bureau', 'cabinet', 'commission', 'forum', 'group', 'jury', 'tribunal', 'committee', 'panel', 'chamber']"
4801,[''],contours,"['curve', 'silhouette', 'abut', 'adjoin', 'encircle', 'flank', 'neighbor', 'surround', 'composition', 'contour', 'shape', 'structure', 'development', 'manufacture', 'plan', 'planning', 'system']"
4802,"['direct', 'straight', 'straightforward', 'open', 'aboveboard', 'truthful', 'trustworthy', 'honest', 'frank', 'scrupulous', 'principled', 'moral', 'ethical']",indirect,"['ambiguous', 'ancillary', 'circuitous', 'implied', 'incidental', 'oblique', 'tortuous', 'coincidental', 'inconclusive', 'indirect', 'ensuing', 'subsequent', 'deceitful', 'devious', 'dishonest', 'fraudulent', 'shady', 'unscrupulous']"
4803,"['aid', 'calmness', 'ease', 'health', 'help', 'peace', 'relaxation', 'relief', 'fix', 'mend']",strains,"['ache', 'anxiety', 'bruise', 'burden', 'injury', 'pressure', 'sprain', 'stress', 'tension', 'breed', 'tighten', 'injure', 'tear', 'twist', 'weaken', 'try', 'trouble']"
4804,"['weaken', 'thin', 'melt']",gels,"['crystallize', 'materialize', 'fix', 'strengthen', 'reinforce', 'solidify', 'stabilize', 'clot', 'curdle', 'swell', 'congeal', 'condense', 'transpire', 'ensue', 'befall', 'arise', 'thicken']"
4805,[''],cx,['']
4806,[''],xerogels,['']
4807,"['individual', 'disorder', 'disorganization']",series,"['array', 'course', 'list', 'run', 'sequence', 'set', 'streak', 'string', 'group', 'development', 'line', 'plan', 'policy', 'procedure', 'program', 'series', 'system', 'way', 'period', 'revolution', 'rhythm', 'round']"
4808,[''],guangzhou,['']
4809,[''],nco,['']
4810,[''],chem,['']
4811,[''],jy,['']
4812,[''],mor,['']
4813,[''],abdel,['']
4814,[''],institutes,['']
4815,[''],dual,"['dual', 'couple', 'double', 'pair', 'team']"
4816,[''],hefei,['']
4817,"['bored', 'disenthralled', 'disinterested', 'uninterested', 'unoccupied', 'indifferent']",absorbed,"['captivated', 'consumed', 'engaged', 'engrossed', 'fascinated', 'involved', 'preoccupied', 'absorbed', 'accustomed', 'attached', 'devoted', 'hooked', 'inclined', 'obsessed', 'distracted', 'submerged', 'wrapped']"
4818,['neglect'],onto,"['accompany', 'attend', 'seek', 'track']"
4819,[''],cytochrome,['']
4820,[''],thionine,['']
4821,[''],basiuk,['']
4822,"['whole', 'addition', 'increase']",percentages,"['bonus', 'chunk', 'fee', 'interest', 'percent', 'proportion', 'rate', 'ratio', 'quota', 'allowance', 'concession', 'decrease', 'deduction', 'exemption', 'premium', 'rebate']"
4823,[''],microemulsion,['']
4824,"['retain', 'keep', 'pass', 'approve', 'allow', 'validate', 'sanction', 'permit', 'pleasure', 'peace', 'ease', 'benefit', 'wonder', 'blessing', 'boon', 'contentment', 'joy', 'happiness', 'profit', 'favor', 'assistance', 'advantage', 'success', 'miracle', 'support', 'establish', 'enact', 'continue', 'do', 'uphold', 'ratify', 'legalize', 'institute', 'enforce']",reverse,"['reversal', 'shift', 'overturn', 'quash', 'invalidate', 'repeal', 'revoke', 'modify', 'dismantle', 'undo', 'nullify', 'lift', 'annul', 'overrule', 'alter', 'rescind', 'U-turn', 'turnabout', 'turnaround', 'calamity', 'catastrophe', 'crunch', 'difficulty', 'disaster', 'hardship', 'misery', 'misfortune', 'mishap', 'sorrow', 'suffering', 'trouble', 'abolish', 'abrogate', 'cancel', 'declare', 'delete', 'dissolve', 'expunge', 'retract', 'reverse', 'vacate']"
4825,"['life-giving', 'favorable', 'blessed', 'beneficial', 'advantageous', 'kind', 'helpful', 'assisting', 'fortunate', 'wholesome', 'healthful', 'harmless', 'invigorating']",cancerous,"['carcinogenic', 'calamitous', 'cataclysmic', 'catastrophic', 'damaging', 'deadly', 'detrimental', 'disastrous', 'fatal', 'harmful', 'hurtful', 'lethal', 'pernicious', 'ruinous', 'suicidal', 'toxic', 'cancerous', 'destructive', 'mortal']"
4826,[''],endometrial,['']
4827,"['cheerful', 'contaminated', 'fertile', 'fruitful', 'potent', 'productive', 'profitable', 'unclean', 'unsanitary', 'unsterile', 'dirty', 'full', 'wet', 'moist', 'damp', 'saved', 'refreshed', 'invigorated', 'fresh', 'populated', 'inhabited']",sterile,"['antiseptic', 'arid', 'barren', 'bleak', 'desolate', 'futile', 'hygienic', 'impotent', 'infertile', 'sterile', 'empty', 'impoverished', 'parched', 'exhausted', 'lost', 'spent', 'tired', 'unemployed', 'lonely', 'uninhabited']"
