,Carbon_SynAntList_Full_Refined,word 1,word 2,relationship,label
10,14.0,"[ 1.0246488  -5.6508703  -1.4263288  -3.1607409  -3.1577978   2.5676098
 -2.1579897   1.2385073   0.8541769   6.714282   -1.1778014   0.2732036
  1.6749716   3.9612489  -1.8941954   8.947791    5.3318634  -9.712879
 -3.918741   -2.1009278   0.24732688  5.8447013  -2.446076   -0.05635264
 -0.4750266  -3.8221126   2.1682425  -5.531857   -2.6869686   4.3707895
  6.9673114  -0.5302903   1.836033   -4.0237308   0.61258525 -3.8454115
  2.8808315  -3.776664    2.9303102  -1.1090732  -4.6962852  -0.12973434
  7.226901    4.7541947  -1.2292193  -2.2699482   3.2789288   4.9702005
  6.4493675  -4.845986  ]","[ 5.47347     1.9351107  -5.156714   -0.0507765  -1.1605967   8.371209
  1.9573101   0.74036     2.9352386  -2.2601805   0.373552    6.3282013
  2.77482     1.03352     2.959387   -2.394138    4.515626    5.877316
 -3.5837908   1.563653   -3.4897125   5.3336067  -2.5756996  -1.3608941
  2.0765948  -3.6898196   6.0036516   0.59730583 -7.5147386  -2.1736765
 -1.3988189   4.240924    3.5135777   1.626204   -5.4533854   9.716608
 -5.3906145  -2.5163522   2.649026   -1.4885997   2.133992   -0.8447103
 10.129065   -0.27920797 -1.787125    2.7858927   1.0271777  -1.3537827
  2.2959833   1.7722656 ]",0,0
11,15.0,"[ 1.0246488  -5.6508703  -1.4263288  -3.1607409  -3.1577978   2.5676098
 -2.1579897   1.2385073   0.8541769   6.714282   -1.1778014   0.2732036
  1.6749716   3.9612489  -1.8941954   8.947791    5.3318634  -9.712879
 -3.918741   -2.1009278   0.24732688  5.8447013  -2.446076   -0.05635264
 -0.4750266  -3.8221126   2.1682425  -5.531857   -2.6869686   4.3707895
  6.9673114  -0.5302903   1.836033   -4.0237308   0.61258525 -3.8454115
  2.8808315  -3.776664    2.9303102  -1.1090732  -4.6962852  -0.12973434
  7.226901    4.7541947  -1.2292193  -2.2699482   3.2789288   4.9702005
  6.4493675  -4.845986  ]","[ 0.0376556   0.4418689   0.48548785  0.29925415  0.41803145 -0.37063622
 -0.00740472 -0.05599291  0.11270461 -0.9036431   0.43204933  0.3395303
 -0.28262982 -0.12127227 -0.57683975  0.5789515  -0.1117158   0.50779927
  0.16947564  0.5174892  -0.18548106  0.46919388 -0.04741298  0.15490173
 -0.6195406   0.41308066  0.45529422  0.02944221 -0.89059556  0.41366276
  0.9329863  -0.72716755 -0.4658299   0.42192367 -0.9172671  -0.10126961
 -0.29494184 -0.21351944  0.88071513  0.4772978   0.44263074  0.6844217
  0.47749177 -0.6724089   0.05232995 -0.52192086 -0.8215769   1.3330423
 -0.11485714  0.34246525]",0,0
12,16.0,"[ 1.0246488  -5.6508703  -1.4263288  -3.1607409  -3.1577978   2.5676098
 -2.1579897   1.2385073   0.8541769   6.714282   -1.1778014   0.2732036
  1.6749716   3.9612489  -1.8941954   8.947791    5.3318634  -9.712879
 -3.918741   -2.1009278   0.24732688  5.8447013  -2.446076   -0.05635264
 -0.4750266  -3.8221126   2.1682425  -5.531857   -2.6869686   4.3707895
  6.9673114  -0.5302903   1.836033   -4.0237308   0.61258525 -3.8454115
  2.8808315  -3.776664    2.9303102  -1.1090732  -4.6962852  -0.12973434
  7.226901    4.7541947  -1.2292193  -2.2699482   3.2789288   4.9702005
  6.4493675  -4.845986  ]","[-9.0402715e-02  1.0932652e+00 -4.4610593e-02  2.5161549e-01
 -4.4102777e-02  2.6490438e-01  2.1867104e-01  6.3143313e-02
 -5.8108993e-02  1.0897142e-01  2.6370972e-01  4.2168730e-01
 -1.6058011e-01 -2.0406526e-01 -1.3176031e-01  1.8154716e-01
 -4.7662072e-02  1.4277816e-01 -2.0041123e-01 -3.0006546e-01
 -1.0668906e-02  2.1037649e-01 -2.6073420e-01  8.4612267e-03
  1.1615459e-01  4.1990447e-01 -2.6039571e-01  5.6776307e-03
 -5.0830901e-01  3.1612453e-01  1.4173676e-01  1.0203062e-01
 -7.2495304e-02  3.0310279e-01 -3.2833469e-01  6.1095942e-02
 -6.5954596e-01  3.5430372e-02 -6.4458889e-01  2.2475682e-01
  8.3027369e-01 -3.1917214e-01  2.1540911e-01 -6.5879244e-04
 -9.0942578e-03 -2.5107950e-01  1.2267317e-01  2.8729013e-01
 -4.5840779e-01 -4.2648733e-02]",0,0
13,17.0,"[ 1.0246488  -5.6508703  -1.4263288  -3.1607409  -3.1577978   2.5676098
 -2.1579897   1.2385073   0.8541769   6.714282   -1.1778014   0.2732036
  1.6749716   3.9612489  -1.8941954   8.947791    5.3318634  -9.712879
 -3.918741   -2.1009278   0.24732688  5.8447013  -2.446076   -0.05635264
 -0.4750266  -3.8221126   2.1682425  -5.531857   -2.6869686   4.3707895
  6.9673114  -0.5302903   1.836033   -4.0237308   0.61258525 -3.8454115
  2.8808315  -3.776664    2.9303102  -1.1090732  -4.6962852  -0.12973434
  7.226901    4.7541947  -1.2292193  -2.2699482   3.2789288   4.9702005
  6.4493675  -4.845986  ]","[-1.17195415e+00 -1.27629265e-02 -7.47222006e-01 -1.93405640e+00
  5.35595179e-01  1.01767027e+00 -1.99351466e+00 -5.71666695e-02
  1.56497228e+00 -1.43163538e+00  8.66036355e-01  3.57727081e-01
  1.59620509e-01 -2.70241499e-01 -1.04514517e-01 -8.94311488e-01
 -8.36347997e-01 -1.71952486e+00 -2.96888858e-01 -2.44398785e+00
 -1.21821821e+00  8.38009894e-01 -4.88799483e-01 -8.54782581e-01
 -8.63297641e-01 -2.52191365e-01 -3.89850020e-01 -2.28211927e+00
 -4.12209481e-01  5.43934345e-01  1.55376399e+00 -1.10526495e-01
  2.03332734e+00  2.85864401e+00 -5.22819519e-01  1.37468874e-01
 -1.25980639e+00 -9.90828633e-01  1.57285058e+00  1.33800912e+00
  5.98767221e-01  1.17278135e+00  1.06374514e+00 -2.74472475e-01
  2.58441409e-03 -3.48714995e+00  1.76416290e+00  2.35892646e-02
 -1.55177784e+00  2.39601421e+00]",0,0
14,18.0,"[ 1.0246488  -5.6508703  -1.4263288  -3.1607409  -3.1577978   2.5676098
 -2.1579897   1.2385073   0.8541769   6.714282   -1.1778014   0.2732036
  1.6749716   3.9612489  -1.8941954   8.947791    5.3318634  -9.712879
 -3.918741   -2.1009278   0.24732688  5.8447013  -2.446076   -0.05635264
 -0.4750266  -3.8221126   2.1682425  -5.531857   -2.6869686   4.3707895
  6.9673114  -0.5302903   1.836033   -4.0237308   0.61258525 -3.8454115
  2.8808315  -3.776664    2.9303102  -1.1090732  -4.6962852  -0.12973434
  7.226901    4.7541947  -1.2292193  -2.2699482   3.2789288   4.9702005
  6.4493675  -4.845986  ]","[ 1.0209788  -0.28306878 -1.0541165   0.51009405  0.53942966  0.421176
  1.553732    0.88925946 -0.3600853  -0.873173    1.0569934  -0.04616344
  1.42108    -1.664362   -0.85069144  1.1609141   0.46120092 -0.80734795
 -0.1949403  -1.0512807  -0.47509196  0.48032632 -0.5710317  -0.62451994
 -1.3422009   0.3479681  -0.3060139  -0.8217226  -1.4269973  -0.5992585
  1.3150228   0.7545973   1.0452645   1.2448342  -1.7166505   2.1271594
  0.59129876 -0.10461263  2.0348513  -0.16078165 -0.35176134  2.562836
  1.8624139  -2.4515595   0.4560341  -1.6004872  -0.43394375 -0.13721406
 -1.1640013   1.2862635 ]",0,0
15,19.0,"[ 1.0246488  -5.6508703  -1.4263288  -3.1607409  -3.1577978   2.5676098
 -2.1579897   1.2385073   0.8541769   6.714282   -1.1778014   0.2732036
  1.6749716   3.9612489  -1.8941954   8.947791    5.3318634  -9.712879
 -3.918741   -2.1009278   0.24732688  5.8447013  -2.446076   -0.05635264
 -0.4750266  -3.8221126   2.1682425  -5.531857   -2.6869686   4.3707895
  6.9673114  -0.5302903   1.836033   -4.0237308   0.61258525 -3.8454115
  2.8808315  -3.776664    2.9303102  -1.1090732  -4.6962852  -0.12973434
  7.226901    4.7541947  -1.2292193  -2.2699482   3.2789288   4.9702005
  6.4493675  -4.845986  ]","[ 1.0295256   2.8221407   0.04091166 -0.34382927 -4.1086397   1.2349445
 -1.2355762  -3.554178   -1.763295    1.8577642  -2.3084745   1.0397271
  0.53979623  1.4704164  -0.97310203 -1.5141522  -3.6806886   0.11075033
 -1.8121291   1.4492177  -0.35757795  1.3922944   5.585995   -1.123647
  0.8982584  -4.479615    2.900891    3.4520915  -2.6622345   2.6527474
 -2.9098082   0.8089179   1.6099752  -0.7438039   0.4995632   3.1048782
 -5.270358   -2.0543857  -0.56949127  0.3509881   4.5866127  -0.5410238
 -2.3915613   4.3657646   3.2151976   4.0547004   5.700008   -1.4532225
  0.69382393  2.2512825 ]",0,0
16,20.0,"[ 1.0246488  -5.6508703  -1.4263288  -3.1607409  -3.1577978   2.5676098
 -2.1579897   1.2385073   0.8541769   6.714282   -1.1778014   0.2732036
  1.6749716   3.9612489  -1.8941954   8.947791    5.3318634  -9.712879
 -3.918741   -2.1009278   0.24732688  5.8447013  -2.446076   -0.05635264
 -0.4750266  -3.8221126   2.1682425  -5.531857   -2.6869686   4.3707895
  6.9673114  -0.5302903   1.836033   -4.0237308   0.61258525 -3.8454115
  2.8808315  -3.776664    2.9303102  -1.1090732  -4.6962852  -0.12973434
  7.226901    4.7541947  -1.2292193  -2.2699482   3.2789288   4.9702005
  6.4493675  -4.845986  ]","[ 0.17696202  0.9903627  -3.9229217  -3.8891063   1.8821311  -3.7358203
 -4.4347     -1.0950238   0.17165358  2.7013261  -1.0857443   0.8417891
 -0.4014319   0.1782731  -6.976608   -3.300938   -2.0511737  -0.64543855
  3.4014065  -1.7299194   2.617162   -6.0833273   0.82851523 -1.037197
 -4.5484476  -0.01250424  0.45679417  4.096548   -3.8995724  -4.0814486
 -1.0913316  -1.7035478  -0.01908005 -2.0402906  -0.8844768  -2.5076296
 -3.151374    1.7776796  -2.8114793   5.592332    5.880761   -3.793104
 -0.18355538  1.9722934   3.5876625   1.9883927  -2.8786001   0.6794661
  3.9129786   4.2378163 ]",0,0
17,21.0,"[ 1.0246488  -5.6508703  -1.4263288  -3.1607409  -3.1577978   2.5676098
 -2.1579897   1.2385073   0.8541769   6.714282   -1.1778014   0.2732036
  1.6749716   3.9612489  -1.8941954   8.947791    5.3318634  -9.712879
 -3.918741   -2.1009278   0.24732688  5.8447013  -2.446076   -0.05635264
 -0.4750266  -3.8221126   2.1682425  -5.531857   -2.6869686   4.3707895
  6.9673114  -0.5302903   1.836033   -4.0237308   0.61258525 -3.8454115
  2.8808315  -3.776664    2.9303102  -1.1090732  -4.6962852  -0.12973434
  7.226901    4.7541947  -1.2292193  -2.2699482   3.2789288   4.9702005
  6.4493675  -4.845986  ]","[ 0.24306716 -1.3704604  -2.031634   -0.4204405  -1.1538787   1.2953904
 -1.1416807  -0.01904289  8.083585    4.7021976  -2.4794238   2.3379982
  5.5668287   0.18589644 -4.3694673  -3.8658152   3.5476959  -0.30607647
  2.0861685   0.25530258 -2.938781    2.3452697   0.92263716 -1.3935345
  2.439359   -1.7992364  -0.09525903 -0.37064266 -0.6528762  -0.71482015
 -0.06887592  5.400116    1.1312681  -1.3970814  -1.9736637   0.9441909
 -1.2732124  -1.2377173  -4.035271   -4.31689     1.2977849  -1.0675867
  1.2421347  -4.4950876   2.480323   -0.8190917   0.15679942 -3.165679
  1.8554531   0.9857265 ]",0,0
18,47.0,"[ 0.49750087  2.4896486   1.0029825  -0.56254476 -0.42613953  2.3550131
  2.4037259  -3.1163547   0.09223203 -0.6821475   0.50165075  0.82459086
  2.7790434   1.543165   -0.71058315  2.6712174  -1.5949669  -3.2946336
  0.9439855   0.5926812  -0.36621523 -1.5139096  -0.23225157  0.13572475
 -1.7655255  -1.9450315   2.569117   -1.8367364   0.1463576   1.0360035
  2.2731354   0.98480767  2.181985    2.2027361  -1.0737302   3.3254185
 -1.3693138   1.3332453   5.036191   -1.5293431   0.39762354  1.4989516
  1.5053917  -3.236889    2.1885078  -4.422738    2.0070696  -1.9683537
  0.5184458   3.8799353 ]","[-1.1133910e+00 -3.3386984e+00  3.1698964e+00 -3.2355323e+00
  1.5858612e+00  2.9685000e-01 -1.9696327e+00 -2.4481423e+00
  4.0263634e+00  2.8514874e+00 -9.5230019e-01 -6.7934680e+00
 -1.6696366e+00  2.8630922e+00  3.2456438e-03  6.2069976e-01
 -2.2087362e-01 -1.3283113e-01  2.0722005e+00  4.6001239e+00
  3.7252154e+00 -1.6055417e+00 -2.6744270e+00  3.7563691e-01
  5.0063167e+00 -7.3605311e-01  8.5537243e-01  2.2819135e+00
 -3.5903468e+00  2.4350829e-01  4.1704011e+00  1.3659310e-01
  1.8807863e+00  2.1472058e+00  2.0843472e+00 -2.5131614e+00
  1.4600656e+00  7.3886008e+00 -1.7043883e+00  6.1158007e-01
 -2.2072482e+00 -6.6590899e-01  1.9147160e+00  1.4988500e+00
 -1.3883975e+00  1.1150068e+00  6.2867894e+00 -3.7393424e-01
  4.4944561e-03  4.4630723e+00]",0,0
19,48.0,"[ 0.49750087  2.4896486   1.0029825  -0.56254476 -0.42613953  2.3550131
  2.4037259  -3.1163547   0.09223203 -0.6821475   0.50165075  0.82459086
  2.7790434   1.543165   -0.71058315  2.6712174  -1.5949669  -3.2946336
  0.9439855   0.5926812  -0.36621523 -1.5139096  -0.23225157  0.13572475
 -1.7655255  -1.9450315   2.569117   -1.8367364   0.1463576   1.0360035
  2.2731354   0.98480767  2.181985    2.2027361  -1.0737302   3.3254185
 -1.3693138   1.3332453   5.036191   -1.5293431   0.39762354  1.4989516
  1.5053917  -3.236889    2.1885078  -4.422738    2.0070696  -1.9683537
  0.5184458   3.8799353 ]","[ 1.9332099  -4.66264     2.3135839  -4.263572   -0.9005526  -0.12686154
  1.0044832  -1.2106627   2.501207    2.5559704  -5.165921   -3.584759
 -0.18843082  4.295349   -0.3295402   1.5658797  -5.391495    0.15514337
  2.9287891   2.8278978   0.19353089  2.5698514  -2.8099744  -3.7430336
  5.4945946  -1.5749282   1.884256    1.9128772  -1.4064451  -1.6766969
 -1.2742288   1.5907813  -1.8137307   2.7476153   1.4025943  -0.6299661
  3.431943    5.2840314  -0.4941795  -3.422748   -2.454723    1.5083766
  1.2099836  -0.48585546  0.97851235 -2.41756     7.8938847   0.17044902
 -3.1339805   4.7398944 ]",0,0
20,49.0,"[ 0.49750087  2.4896486   1.0029825  -0.56254476 -0.42613953  2.3550131
  2.4037259  -3.1163547   0.09223203 -0.6821475   0.50165075  0.82459086
  2.7790434   1.543165   -0.71058315  2.6712174  -1.5949669  -3.2946336
  0.9439855   0.5926812  -0.36621523 -1.5139096  -0.23225157  0.13572475
 -1.7655255  -1.9450315   2.569117   -1.8367364   0.1463576   1.0360035
  2.2731354   0.98480767  2.181985    2.2027361  -1.0737302   3.3254185
 -1.3693138   1.3332453   5.036191   -1.5293431   0.39762354  1.4989516
  1.5053917  -3.236889    2.1885078  -4.422738    2.0070696  -1.9683537
  0.5184458   3.8799353 ]","[-0.18617508 -1.3881017   0.77894205 -2.1825554   0.1948964   0.6584687
  2.3175395   0.68219733 -0.54494566 -1.4472228  -0.4934974  -0.47244763
 -0.15898067  0.01364804 -0.926556    0.99652207 -1.1807634   0.50139153
  0.06562033  0.725159    0.78674275  1.996395   -1.1795965  -1.76385
  0.82635915 -0.5229956   0.4524423  -0.14065203  0.38870972 -1.392987
 -0.6664784   0.9765552   0.9019972   2.7530627  -0.9576017   1.4011325
 -1.0203481   3.0101993   2.2639418  -2.1286356  -0.85919565  0.41625234
  0.50897586 -1.7106373   2.192042   -3.4815156   3.1719012   1.4322321
  1.5238767   3.3257637 ]",0,0
21,50.0,"[ 0.49750087  2.4896486   1.0029825  -0.56254476 -0.42613953  2.3550131
  2.4037259  -3.1163547   0.09223203 -0.6821475   0.50165075  0.82459086
  2.7790434   1.543165   -0.71058315  2.6712174  -1.5949669  -3.2946336
  0.9439855   0.5926812  -0.36621523 -1.5139096  -0.23225157  0.13572475
 -1.7655255  -1.9450315   2.569117   -1.8367364   0.1463576   1.0360035
  2.2731354   0.98480767  2.181985    2.2027361  -1.0737302   3.3254185
 -1.3693138   1.3332453   5.036191   -1.5293431   0.39762354  1.4989516
  1.5053917  -3.236889    2.1885078  -4.422738    2.0070696  -1.9683537
  0.5184458   3.8799353 ]","[-1.1183769  -0.951866    2.542839    1.3810697   1.6213135   0.04783269
  1.7882789  -2.5125327   6.707775    1.5116377   0.789075   -2.7911036
  1.2748079   3.8736653  -3.1760066  -0.01794012 -1.9151336   0.49920532
 -0.64738476  3.8714745  -2.1159213   1.679547   -2.7143326  -0.56488883
  0.5349564  -0.1361953   2.0170414  -1.7948709  -0.13689232 -0.21079886
  5.7886      4.230082    3.6281848  -2.142567   -6.6718183   1.1322771
  0.64697707 -1.6771418   2.6503718   0.23466752 -0.16214505 -3.2825778
  1.0078484   3.2676766   1.0396792  -4.459048    2.3088999   1.6992377
  0.38734457  5.7882676 ]",0,0
22,51.0,"[ 0.49750087  2.4896486   1.0029825  -0.56254476 -0.42613953  2.3550131
  2.4037259  -3.1163547   0.09223203 -0.6821475   0.50165075  0.82459086
  2.7790434   1.543165   -0.71058315  2.6712174  -1.5949669  -3.2946336
  0.9439855   0.5926812  -0.36621523 -1.5139096  -0.23225157  0.13572475
 -1.7655255  -1.9450315   2.569117   -1.8367364   0.1463576   1.0360035
  2.2731354   0.98480767  2.181985    2.2027361  -1.0737302   3.3254185
 -1.3693138   1.3332453   5.036191   -1.5293431   0.39762354  1.4989516
  1.5053917  -3.236889    2.1885078  -4.422738    2.0070696  -1.9683537
  0.5184458   3.8799353 ]","[-2.319988   -0.55580497  1.6757159  -0.18719128 -0.42696264 -0.23442966
  3.4885519  -2.2823434   1.9791802   0.78777766  0.7361244  -2.8897135
  1.5811692   3.117194   -0.8218288  -0.76427346  2.0448563  -0.91739583
 -1.8417156   1.1666331  -0.9632018   0.248751    0.01119665  0.7379595
  0.8961893   0.5619048  -0.9989865  -3.3560004  -3.8198507  -1.6093088
  4.380309    4.9177613   3.7223394   3.0147069  -4.7210655  -2.3983345
 -0.24403049 -2.0813608   5.1243525   1.0933045  -1.1683981   0.34074816
  4.5660577   0.35981202 -0.29225257 -5.7968726   1.5044327   3.4109437
 -0.7144526   3.5486891 ]",0,1
23,52.0,"[ 0.49750087  2.4896486   1.0029825  -0.56254476 -0.42613953  2.3550131
  2.4037259  -3.1163547   0.09223203 -0.6821475   0.50165075  0.82459086
  2.7790434   1.543165   -0.71058315  2.6712174  -1.5949669  -3.2946336
  0.9439855   0.5926812  -0.36621523 -1.5139096  -0.23225157  0.13572475
 -1.7655255  -1.9450315   2.569117   -1.8367364   0.1463576   1.0360035
  2.2731354   0.98480767  2.181985    2.2027361  -1.0737302   3.3254185
 -1.3693138   1.3332453   5.036191   -1.5293431   0.39762354  1.4989516
  1.5053917  -3.236889    2.1885078  -4.422738    2.0070696  -1.9683537
  0.5184458   3.8799353 ]","[-0.29414114  0.4629122  -1.6934551   5.4171033   0.939333   -0.05604153
 -3.9314795  -1.8103604  -1.2755527  -0.4505969  -2.5108542  -1.7003411
  3.8811002   0.8689961  -5.704581   -4.704188    3.7387826   0.35754663
 -0.21053252 -0.5350526   0.656443   -0.8637708   2.2162628   3.2109184
 -0.42074314  2.730077    0.09756257  5.431214   -0.14233787 -2.9694932
 -2.5385358  -2.7387645   0.48520842 -3.944417    2.8102326  -0.75162524
 -6.05447     4.5076747  -4.427984   -0.46673238 -1.7129993  -2.53353
  5.1081023   2.9064806   4.8393297  -2.2608955   3.0322556  -0.8538961
  2.0139675   7.634576  ]",0,1
24,53.0,"[ 0.49750087  2.4896486   1.0029825  -0.56254476 -0.42613953  2.3550131
  2.4037259  -3.1163547   0.09223203 -0.6821475   0.50165075  0.82459086
  2.7790434   1.543165   -0.71058315  2.6712174  -1.5949669  -3.2946336
  0.9439855   0.5926812  -0.36621523 -1.5139096  -0.23225157  0.13572475
 -1.7655255  -1.9450315   2.569117   -1.8367364   0.1463576   1.0360035
  2.2731354   0.98480767  2.181985    2.2027361  -1.0737302   3.3254185
 -1.3693138   1.3332453   5.036191   -1.5293431   0.39762354  1.4989516
  1.5053917  -3.236889    2.1885078  -4.422738    2.0070696  -1.9683537
  0.5184458   3.8799353 ]","[-0.43401477  0.99016833  0.24737889 -0.4518998  -0.80985343 -0.44199413
 -0.3664313  -0.3384784  -1.2637508  -0.20402054 -0.00683324 -0.62004375
  0.80123776 -0.2507483  -0.845783    0.30210102  0.6830479   0.32617113
  0.41266382 -0.12049298 -0.7254799  -0.30376947  0.97116166 -0.96114415
  0.49852914 -0.7106041  -1.0816253  -0.63651204 -0.01417232 -0.07517697
 -0.15623984  0.4460281   0.85680735  0.13838692 -0.8369706  -0.86261374
 -0.3399378  -0.3308196  -0.26538807  0.3190875  -0.08134314  0.23153247
  0.3977318  -0.16124293  0.23245129 -1.0773314   0.63593006  0.20212844
 -0.5635379   0.5721124 ]",1,1
25,54.0,"[ 0.49750087  2.4896486   1.0029825  -0.56254476 -0.42613953  2.3550131
  2.4037259  -3.1163547   0.09223203 -0.6821475   0.50165075  0.82459086
  2.7790434   1.543165   -0.71058315  2.6712174  -1.5949669  -3.2946336
  0.9439855   0.5926812  -0.36621523 -1.5139096  -0.23225157  0.13572475
 -1.7655255  -1.9450315   2.569117   -1.8367364   0.1463576   1.0360035
  2.2731354   0.98480767  2.181985    2.2027361  -1.0737302   3.3254185
 -1.3693138   1.3332453   5.036191   -1.5293431   0.39762354  1.4989516
  1.5053917  -3.236889    2.1885078  -4.422738    2.0070696  -1.9683537
  0.5184458   3.8799353 ]","[-0.60726696  0.20216917  0.57823485 -0.55248195 -0.1406988   0.15399086
  0.20414129 -1.4531121   1.0747488  -0.56758016  0.4275683  -0.05318919
  0.21543694  0.7619511   0.28586763  0.6252213   0.17895935 -1.0958511
 -0.5527902   0.18270133 -0.36031997 -0.01287016 -0.6672269  -0.12194908
 -0.12317817 -0.507729   -0.71347773 -1.0099537   0.16702016 -1.683173
  1.4364966   1.0704702   1.4056748   0.55019414 -1.3795743   0.16654043
  0.596591   -1.1744388   0.20189841 -0.02946079  1.2044817   0.04412658
  0.75374347 -0.15062982 -0.04337481 -1.4970189  -0.02568187  0.3204765
  0.6339384   0.9098827 ]",1,1
26,55.0,"[ 0.49750087  2.4896486   1.0029825  -0.56254476 -0.42613953  2.3550131
  2.4037259  -3.1163547   0.09223203 -0.6821475   0.50165075  0.82459086
  2.7790434   1.543165   -0.71058315  2.6712174  -1.5949669  -3.2946336
  0.9439855   0.5926812  -0.36621523 -1.5139096  -0.23225157  0.13572475
 -1.7655255  -1.9450315   2.569117   -1.8367364   0.1463576   1.0360035
  2.2731354   0.98480767  2.181985    2.2027361  -1.0737302   3.3254185
 -1.3693138   1.3332453   5.036191   -1.5293431   0.39762354  1.4989516
  1.5053917  -3.236889    2.1885078  -4.422738    2.0070696  -1.9683537
  0.5184458   3.8799353 ]","[-2.0757     -1.75833     2.325426   -2.272629    1.0543126  -2.522809
  3.7987018  -2.9119513  -0.15490867  1.7569709  -0.27680883 -2.7747464
  2.3724494   1.2257853   0.33601665 -0.44947565 -1.2437018   3.729904
 -0.5788419   0.33209798 -1.1621445   0.39979792  0.31526038  0.5575773
 -0.17333505 -2.5009792   1.017642    2.7083156   0.5679379  -0.09944335
 -2.215988   -0.31317914 -1.5984871   1.0006441   0.16350643 -2.1400619
 -4.724456   -1.8154373  -0.5525798   0.36296642  0.17502543 -0.8621889
  1.080135   -2.7403028   0.20360151 -0.2569914   2.2037067   0.7918157
 -0.83706886 -0.25299004]",0,0
27,56.0,"[ 0.49750087  2.4896486   1.0029825  -0.56254476 -0.42613953  2.3550131
  2.4037259  -3.1163547   0.09223203 -0.6821475   0.50165075  0.82459086
  2.7790434   1.543165   -0.71058315  2.6712174  -1.5949669  -3.2946336
  0.9439855   0.5926812  -0.36621523 -1.5139096  -0.23225157  0.13572475
 -1.7655255  -1.9450315   2.569117   -1.8367364   0.1463576   1.0360035
  2.2731354   0.98480767  2.181985    2.2027361  -1.0737302   3.3254185
 -1.3693138   1.3332453   5.036191   -1.5293431   0.39762354  1.4989516
  1.5053917  -3.236889    2.1885078  -4.422738    2.0070696  -1.9683537
  0.5184458   3.8799353 ]","[ 2.550896   -3.1390722  -4.526868   -4.7569194   2.4593613  -4.577547
  0.3074904  -2.7102063   3.5791972  -0.20689094  1.4503672   3.0026062
  6.711845   -0.19244637  2.053984    1.1479207  -3.1614022   1.1874361
 -4.3730717   2.1491797   4.1913157   2.6782963  -0.38610098  6.2572327
  3.251014   -0.72399527 -2.06584     3.5016809  -0.39728338 -2.9057984
  1.570182    0.11043453  7.178475    1.3692883  -4.5138073   1.1100259
 -4.4204392   8.420928    1.9778087  -9.313639   -2.6972241   1.5893157
  0.27161136  1.5547174  -2.4554763   2.421631    3.8582778   4.018358
 -5.633326   -2.4009404 ]",0,0
28,57.0,"[ 0.49750087  2.4896486   1.0029825  -0.56254476 -0.42613953  2.3550131
  2.4037259  -3.1163547   0.09223203 -0.6821475   0.50165075  0.82459086
  2.7790434   1.543165   -0.71058315  2.6712174  -1.5949669  -3.2946336
  0.9439855   0.5926812  -0.36621523 -1.5139096  -0.23225157  0.13572475
 -1.7655255  -1.9450315   2.569117   -1.8367364   0.1463576   1.0360035
  2.2731354   0.98480767  2.181985    2.2027361  -1.0737302   3.3254185
 -1.3693138   1.3332453   5.036191   -1.5293431   0.39762354  1.4989516
  1.5053917  -3.236889    2.1885078  -4.422738    2.0070696  -1.9683537
  0.5184458   3.8799353 ]","[-0.2509514   1.4225775  -2.8747954  -5.5623016  -0.83325636  2.1613178
  3.3915644  -1.8650385  -2.5075738  -0.59994555 -3.810592   -1.737452
  1.6690784   4.788622   -2.0913622  -0.8908479   1.7803926  -1.2230289
 -1.3195314   0.08617658  8.402402   -2.6733527   2.788936    4.4396734
  4.1355844  -1.3845512  -3.5221012   1.9340318   0.03681615  4.7631335
 -3.4512675   2.7826474  -0.72222656  3.2439306   3.8834116   1.5048065
 -5.1667795  -4.3405914   1.2617764  -5.334898    2.2681127   4.2526484
  1.9158555   2.149226    0.9695449  -3.9495795   3.75957    -1.7558104
  0.21345048  4.3237476 ]",0,0
